latitude,longitude,dataset
34.2573,-118.5798,LAPD
34.0203,-118.2674,LAPD
33.737,-118.2836,LAPD
34.0022,-118.4697,LAPD
34.1085,-118.3267,LAPD
34.1194,-118.2335,LAPD
34.2012,-118.3747,LAPD
34.0491,-118.301,LAPD
33.7352,-118.2924,LAPD
33.9281,-118.287,LAPD
34.2391,-118.5798,LAPD
33.9907,-118.2412,LAPD
34.194,-118.4023,LAPD
33.9843,-118.2662,LAPD
34.0388,-118.4403,LAPD
34.2427,-118.5976,LAPD
34.048,-118.4434,LAPD
34.3218,-118.4468,LAPD
33.9916,-118.3113,LAPD
33.9919,-118.4202,LAPD
34.255,-118.4374,LAPD
34.1082,-118.3079,LAPD
34.0527,-118.1969,LAPD
34.2012,-118.3779,LAPD
34.0292,-118.2413,LAPD
34.1558,-118.4053,LAPD
34.0651,-118.2219,LAPD
34.0241,-118.2597,LAPD
33.9308,-118.4349,LAPD
34.0545,-118.2958,LAPD
33.9391,-118.2916,LAPD
34.0633,-118.2738,LAPD
33.9274,-118.2826,LAPD
34.1923,-118.5386,LAPD
34.196,-118.4487,LAPD
34.047,-118.4888,LAPD
33.9469,-118.2772,LAPD
34.0981,-118.3033,LAPD
34.0998,-118.3238,LAPD
34.2355,-118.4569,LAPD
33.9746,-118.2917,LAPD
34.0887,-118.1785,LAPD
34.0161,-118.2599,LAPD
33.9761,-118.3732,LAPD
34.0509,-118.2642,LAPD
34.1903,-118.3835,LAPD
33.9837,-118.3206,LAPD
34.0599,-118.2732,LAPD
34.2285,-118.4644,LAPD
33.9877,-118.4493,LAPD
34.212,-118.4548,LAPD
34.2076,-118.4192,LAPD
33.7888,-118.2645,LAPD
33.9292,-118.2696,LAPD
33.9438,-118.309,LAPD
34.0955,-118.2932,LAPD
34.065,-118.2666,LAPD
34.3101,-118.4338,LAPD
34.0535,-118.2608,LAPD
34.0541,-118.2403,LAPD
33.9948,-118.2499,LAPD
33.9656,-118.2651,LAPD
34.2485,-118.4445,LAPD
34.2572,-118.5929,LAPD
34.1811,-118.4574,LAPD
34.1857,-118.4422,LAPD
34.1903,-118.3703,LAPD
34.0346,-118.2573,LAPD
33.9853,-118.4703,LAPD
34.2199,-118.594,LAPD
34.0555,-118.2656,LAPD
34.049,-118.2592,LAPD
34.0526,-118.2916,LAPD
34.098,-118.3288,LAPD
33.9567,-118.2802,LAPD
34.0332,-118.284,LAPD
33.7331,-118.2924,LAPD
34.0215,-118.3452,LAPD
33.7748,-118.2764,LAPD
34.2342,-118.4436,LAPD
34.0408,-118.4621,LAPD
34.0758,-118.4555,LAPD
34.0758,-118.2776,LAPD
34.026,-118.3651,LAPD
34.0622,-118.3418,LAPD
34.0146,-118.3353,LAPD
34.0444,-118.2628,LAPD
34.25,-118.5973,LAPD
34.0545,-118.2987,LAPD
33.9781,-118.3309,LAPD
34.0524,-118.4248,LAPD
34.0682,-118.2502,LAPD
34.232,-118.5611,LAPD
34.0055,-118.3182,LAPD
34.0394,-118.348,LAPD
34.0383,-118.4323,LAPD
34.0791,-118.2719,LAPD
34.0183,-118.3183,LAPD
34.0455,-118.4619,LAPD
34.0436,-118.3066,LAPD
34.0216,-118.2048,LAPD
34.132,-118.4621,LAPD
34.0817,-118.4481,LAPD
34.2011,-118.5659,LAPD
34.2426785,-118.450255,LAPD
34.0211,-118.2302,LAPD
34.0627,-118.3593,LAPD
34.2688,-118.4559,LAPD
34.0443,-118.3354,LAPD
33.9976,-118.2521,LAPD
34.2575,-118.498,LAPD
34.0844,-118.3266,LAPD
34.0268,-118.2659,LAPD
33.9775,-118.4655,LAPD
34.0327,-118.3062,LAPD
33.953,-118.2564,LAPD
34.2821,-118.3925,LAPD
34.2537,-118.4083,LAPD
34.1869,-118.6059,LAPD
34.2472,-118.4224,LAPD
33.9655,-118.2915,LAPD
34.0229,-118.2607,LAPD
33.9965,-118.4726,LAPD
34.1721,-118.4574,LAPD
34.0326,-118.4492,LAPD
34.2085,-118.3981,LAPD
34.0819,-118.3452,LAPD
34.2085,-118.3867,LAPD
34.0935,-118.2846,LAPD
34.0132,-118.2915,LAPD
34.2808,-118.4135,LAPD
34.018,-118.21,LAPD
34.0591,-118.1965,LAPD
34.2021,-118.5654,LAPD
34.3193,-118.4871,LAPD
34.1203,-118.2005,LAPD
33.9478,-118.2289,LAPD
34.0753,-118.3838,LAPD
34.0332,-118.4483,LAPD
34.1649,-118.379,LAPD
34.0266,-118.5184,LAPD
34.069,-118.3104,LAPD
34.1535,-118.3706,LAPD
34.223,-118.4677,LAPD
33.7917,-118.2482,LAPD
34.0524,-118.2907,LAPD
34.2214,-118.472,LAPD
33.7977,-118.2949,LAPD
33.9897,-118.4724,LAPD
34.095,-118.2295,LAPD
34.0773,-118.3092,LAPD
34.0836,-118.296,LAPD
34.1849,-118.5974,LAPD
34.0572,-118.4418,LAPD
33.9927,-118.4145,LAPD
34.09,-118.2587,LAPD
34.0637,-118.2905,LAPD
34.1848,-118.4586,LAPD
34.25,-118.4544,LAPD
34.184,-118.5622,LAPD
34.1888,-118.5884,LAPD
34.0057,-118.43,LAPD
34.17,-118.3752,LAPD
34.1215,-118.2024,LAPD
34.0216,-118.2588,LAPD
34.0484,-118.2724,LAPD
34.218,-118.571,LAPD
34.1685,-118.6058,LAPD
34.0538439,-118.2558743,LAPD
34.1783,-118.6059,LAPD
34.0149,-118.3524,LAPD
34.2272,-118.5471,LAPD
33.9948,-118.2565,LAPD
33.935,-118.2556,LAPD
33.9383,-118.2826,LAPD
34.0573,-118.2686,LAPD
34.0035,-118.4598,LAPD
34.0375,-118.335,LAPD
34.0491,-118.2916,LAPD
34.0409,-118.455,LAPD
34.0707,-118.3274,LAPD
34.0766,-118.4547,LAPD
34.0381,-118.2487,LAPD
34.0163,-118.2771,LAPD
33.945,-118.2462,LAPD
34.19,-118.5262,LAPD
34.2542,-118.4095,LAPD
34.0576,-118.2752,LAPD
34.0523,-118.2677,LAPD
34.1721,-118.5673,LAPD
34.1045,-118.1849,LAPD
34.0908,-118.297,LAPD
33.9382,-118.2917,LAPD
33.9574,-118.2827,LAPD
33.9634869,-118.3961156,LAPD
34.0218,-118.2665,LAPD
34.0481,-118.4581,LAPD
34.1892,-118.4728,LAPD
34.0853,-118.3406,LAPD
34.0274,-118.3594,LAPD
33.786,-118.2779,LAPD
34.116,-118.2339,LAPD
34.0226,-118.2355,LAPD
34.1939,-118.4729,LAPD
34.2318,-118.5776,LAPD
34.0607,-118.2405,LAPD
34.0842,-118.2228,LAPD
34.216,-118.4678,LAPD
34.04,-118.2916,LAPD
33.985,-118.4701,LAPD
34.0091,-118.2506,LAPD
33.9781,-118.3933,LAPD
34.2584,-118.3201,LAPD
34.0689,-118.3342,LAPD
33.9646,-118.3003,LAPD
33.777,-118.2635,LAPD
34.2286,-118.5885,LAPD
34.2572,-118.606,LAPD
34.0763,-118.3004,LAPD
34.2193,-118.5437,LAPD
34.0838,-118.3637,LAPD
34.1951535,-118.4487462,LAPD
34.0173,-118.2973,LAPD
34.0543,-118.2258,LAPD
33.9237,-118.2652,LAPD
34.1847,-118.4443,LAPD
34.0244,-118.3968,LAPD
34.1016,-118.345,LAPD
33.9455,-118.4004,LAPD
34,-118.3269,LAPD
34.1053,-118.318,LAPD
34.0199,-118.2049,LAPD
34.2375,-118.5623,LAPD
34.0908,-118.3019,LAPD
34.0412,-118.346,LAPD
34.0746,-118.3114,LAPD
34.2573,-118.4707,LAPD
34.0118,-118.2653,LAPD
34.2202,-118.571,LAPD
34.029,-118.248,LAPD
34.0352,-118.3779,LAPD
33.9194,-118.2831,LAPD
34.0444,-118.4566,LAPD
34.0016,-118.242,LAPD
33.993,-118.2382,LAPD
34.1613,-118.3703,LAPD
34.2256,-118.5515,LAPD
34.0385,-118.3135,LAPD
34.0027,-118.2922,LAPD
34.0704,-118.2917,LAPD
34.0305,-118.251,LAPD
34.1667,-118.3943,LAPD
34.1984,-118.3943,LAPD
34.0467,-118.247,LAPD
34.2427,-118.5712,LAPD
33.9629,-118.263,LAPD
33.7279,-118.2946,LAPD
34.1018,-118.3044,LAPD
34.0086,-118.2474,LAPD
34.183,-118.4692,LAPD
34.0343,-118.3423,LAPD
33.9164,-118.2874,LAPD
34.0968,-118.2853,LAPD
34.1911,-118.5809,LAPD
33.9449,-118.2344,LAPD
34.0534,-118.2788,LAPD
34.2752,-118.4603,LAPD
34.0132,-118.2603,LAPD
33.9685,-118.2564,LAPD
34.1076,-118.2646,LAPD
34.0342,-118.3799,LAPD
34.3197,-118.4838,LAPD
34.0829,-118.2733,LAPD
34.2624,-118.5023,LAPD
34.0545,-118.2378,LAPD
34.1415,-118.2161,LAPD
33.9487,-118.2392,LAPD
34.0409,-118.2688,LAPD
34.1316,-118.352,LAPD
34.276,-118.3783,LAPD
34.035,-118.2478,LAPD
34.1092,-118.2713,LAPD
34.0853,-118.3522,LAPD
34.0062,-118.2872,LAPD
34.2685155,-118.4182955,LAPD
34.006,-118.3314,LAPD
34.0361,-118.2189,LAPD
34.1721,-118.4464,LAPD
34.2139,-118.6103,LAPD
34.0197,-118.2474,LAPD
34.0608,-118.2878,LAPD
33.7639,-118.2934,LAPD
34.1576,-118.4923,LAPD
34.0779,-118.266,LAPD
34.0399,-118.3298,LAPD
34.2719,-118.4141,LAPD
34.0203,-118.2762,LAPD
34.0604691,-118.2769764,LAPD
34.0322,-118.2544,LAPD
34.0296,-118.2466,LAPD
33.9854,-118.3378,LAPD
34.0511,-118.2707,LAPD
34.2612,-118.5154,LAPD
34.0354,-118.2455,LAPD
33.9833,-118.2696,LAPD
34.2464,-118.5944,LAPD
34.1975,-118.4837,LAPD
34.0058,-118.4275,LAPD
34.1308,-118.495,LAPD
34.0074,-118.2784,LAPD
34.233,-118.5907,LAPD
34.0341,-118.2816,LAPD
34.0529,-118.2445,LAPD
34.0172,-118.2442,LAPD
33.959,-118.3003,LAPD
34.0439,-118.28,LAPD
34.069,-118.2857,LAPD
33.9605,-118.4452,LAPD
34.2546,-118.4379,LAPD
33.725,-118.3114,LAPD
34.0932,-118.2407,LAPD
34.1877,-118.6015,LAPD
34.014,-118.2816,LAPD
34.0637,-118.287,LAPD
33.9998,-118.4412,LAPD
34.2725,-118.4134,LAPD
34.2013,-118.3947,LAPD
34.0293,-118.3882,LAPD
33.7793,-118.2796,LAPD
34.0806,-118.2704,LAPD
34.1829,-118.5943,LAPD
34.2764,-118.4262,LAPD
33.9873,-118.4652,LAPD
34.1005,-118.4236,LAPD
34.0472,-118.2198,LAPD
34.0365,-118.4362,LAPD
34.0156,-118.2432,LAPD
33.9327,-118.2351,LAPD
34.2299,-118.4517,LAPD
34.2743,-118.4181,LAPD
33.7415,-118.2836,LAPD
34.2103,-118.4575,LAPD
34.0325,-118.3605,LAPD
34.0837,-118.3553,LAPD
34.079,-118.2932,LAPD
34.0595,-118.3748,LAPD
34.02,-118.3002,LAPD
34.0056,-118.2827,LAPD
34.0962,-118.3342,LAPD
34.0276,-118.2574,LAPD
34.0481,-118.2507,LAPD
33.9925,-118.2652,LAPD
34.202,-118.405,LAPD
34.2783,-118.4368,LAPD
34.2331,-118.6273,LAPD
34.0823,-118.2725,LAPD
34.098,-118.3462,LAPD
34.1921,-118.3878,LAPD
34.0449,-118.3411,LAPD
33.9237,-118.2696,LAPD
33.9819,-118.2893,LAPD
33.7782,-118.2676,LAPD
34.0605,-118.2602,LAPD
34.0484,-118.2339,LAPD
34.0908,-118.3025,LAPD
34.0391,-118.269,LAPD
34.0199,-118.2575,LAPD
34.0491,-118.2937,LAPD
34.0617,-118.3004,LAPD
33.9896,-118.4523,LAPD
34.0501,-118.2151,LAPD
34.0073,-118.3214,LAPD
34.3174,-118.4648,LAPD
34.0767,-118.2856,LAPD
34.0909,-118.2922,LAPD
34.0587,-118.2842,LAPD
34.0204,-118.2416,LAPD
33.9918,-118.4707,LAPD
34.1767,-118.379,LAPD
34.1207,-118.2641,LAPD
34.1016,-118.3321,LAPD
34.2224,-118.606,LAPD
34.1018,-118.2918,LAPD
34.1772293,-118.6044339,LAPD
34.0401,-118.2852,LAPD
34.2674,-118.4184,LAPD
34.04,-118.2864,LAPD
33.7853,-118.2513,LAPD
34.1649,-118.3637,LAPD
34.2572,-118.5988,LAPD
34.1638,-118.4087,LAPD
34.2121,-118.4021,LAPD
34.2309,-118.4655,LAPD
34.0449,-118.3642,LAPD
33.96,-118.309,LAPD
33.9598,-118.3862,LAPD
33.995,-118.3138,LAPD
34.0337,-118.2703,LAPD
34.2394,-118.5112,LAPD
33.987,-118.4649,LAPD
34.2047,-118.5348,LAPD
34.0441,-118.3378,LAPD
34.0141,-118.2069,LAPD
34.1504,-118.3769,LAPD
34.007,-118.3345,LAPD
34.2696,-118.4245,LAPD
34.1613,-118.3987,LAPD
34.2028,-118.5977,LAPD
34.1902,-118.5447,LAPD
34.1391,-118.2141,LAPD
34.0277,-118.2696,LAPD
34.1974,-118.5943,LAPD
34.25,-118.6034,LAPD
33.9593,-118.2608,LAPD
34.0173,-118.3505,LAPD
34.0488,-118.44,LAPD
34.0249,-118.2494,LAPD
34.1674,-118.6188,LAPD
33.7352,-118.2879,LAPD
34.2157,-118.3847,LAPD
34.0417,-118.2896,LAPD
34.2289,-118.4296,LAPD
34.2068,-118.5273,LAPD
34.2416,-118.4371,LAPD
34.2029,-118.5966,LAPD
34.0509,-118.2958,LAPD
34.0319,-118.4506,LAPD
33.9891,-118.4506,LAPD
34.0093,-118.2543,LAPD
34.2778,-118.4512,LAPD
34.0136,-118.2676,LAPD
34.1428,-118.192,LAPD
34.1721,-118.4471,LAPD
34.038,-118.2531,LAPD
34.3257,-118.4355,LAPD
34.0553,-118.3954,LAPD
34.0576,-118.3091,LAPD
34.098,-118.3507,LAPD
33.9866,-118.4728,LAPD
33.7906,-118.2739,LAPD
33.7442,-118.2857,LAPD
34.0221,-118.2519,LAPD
34.0525,-118.4607,LAPD
34.0299,-118.261,LAPD
34.18,-118.5335,LAPD
34.1277,-118.3447,LAPD
34.2012,-118.5296,LAPD
33.7361,-118.2902,LAPD
34.0531,-118.2478,LAPD
34.0367,-118.3808,LAPD
34.1428,-118.4678,LAPD
34.1776,-118.3823,LAPD
34.1685,-118.6059,LAPD
34.2922,-118.4549,LAPD
34.0481,-118.4408,LAPD
33.9311,-118.2463,LAPD
34.0256,-118.3282,LAPD
34.2492,-118.4482,LAPD
34.0763,-118.2613,LAPD
34.0108,-118.3182,LAPD
33.9916,-118.4754,LAPD
34.0232,-118.2414,LAPD
34.0419,-118.4602,LAPD
34.2197,-118.4809,LAPD
34.0473,-118.2877,LAPD
33.9382,-118.2894,LAPD
34.2139,-118.3703,LAPD
34.2011,-118.536,LAPD
34.0763,-118.2892,LAPD
34.2612,-118.5023,LAPD
34.2066,-118.3703,LAPD
34.0638,-118.4412,LAPD
34.051,-118.248,LAPD
34.0182,-118.2406,LAPD
34.0483,-118.3409,LAPD
33.9379,-118.2463,LAPD
34.2573,-118.5579,LAPD
34.0452,-118.419,LAPD
34.0258,-118.2708,LAPD
34.0256,-118.326,LAPD
34.1379,-118.3641,LAPD
34.1285,-118.3473,LAPD
34.0381,-118.246,LAPD
34.2608,-118.3582,LAPD
34.02,-118.2395,LAPD
34.2318,-118.4611,LAPD
34.1796,-118.5175,LAPD
33.7306,-118.2924,LAPD
34.0401,-118.5606,LAPD
34.0418,-118.2852,LAPD
34.0853,-118.3475,LAPD
33.9882,-118.2876,LAPD
34.2724,-118.3243,LAPD
34.1016,-118.3297,LAPD
34.1052,-118.3306,LAPD
34.098,-118.3338,LAPD
34.0831,-118.2726,LAPD
33.747,-118.2879,LAPD
34.1079,-118.1877,LAPD
34.2494,-118.4505,LAPD
34.0054,-118.2433,LAPD
34.2355,-118.4588,LAPD
34.0393,-118.2405,LAPD
34.0768,-118.2228,LAPD
33.9337,-118.2566,LAPD
34.0472,-118.3574,LAPD
34.1939,-118.4772,LAPD
34.066,-118.2116,LAPD
34.0613,-118.2446,LAPD
34.1169,-118.2332,LAPD
34.1994,-118.4837,LAPD
34.1522,-118.3593,LAPD
34.0463,-118.2402,LAPD
33.9297,-118.2335,LAPD
34.1361,-118.2237,LAPD
34.0697,-118.2779,LAPD
34.232,-118.5841,LAPD
34.0819,-118.3428,LAPD
34.0876,-118.3114,LAPD
34.0559,-118.2891,LAPD
34.0788,-118.1652,LAPD
34.0997,-118.3363,LAPD
33.9746,-118.3265,LAPD
34.0846,-118.3464,LAPD
33.9909,-118.3002,LAPD
34.069,-118.3004,LAPD
34.2715,-118.4192,LAPD
34.0379,-118.2456,LAPD
34.0432,-118.309,LAPD
34.1428,-118.2261,LAPD
34.11,-118.3361,LAPD
33.9392,-118.2739,LAPD
34.0423,-118.5552,LAPD
34.1337,-118.3631,LAPD
34.2744,-118.4309,LAPD
34.2775,-118.4521,LAPD
33.9747,-118.286,LAPD
34.0246,-118.3089,LAPD
34.1449,-118.4125,LAPD
34.2246,-118.5798,LAPD
34.0334,-118.4183,LAPD
34.1903,-118.4859,LAPD
33.9834,-118.3168,LAPD
34.2147,-118.4576,LAPD
34.1041,-118.3417,LAPD
33.7388,-118.2879,LAPD
34.1504,-118.374,LAPD
34.1867,-118.366,LAPD
34.0533,-118.2788,LAPD
34.0601,-118.2386,LAPD
34.2105,-118.3618,LAPD
34.1939,-118.5443,LAPD
34.1817,-118.4465,LAPD
33.9601,-118.2783,LAPD
34.0712,-118.3029,LAPD
34.0659,-118.2523,LAPD
34.0482,-118.4355,LAPD
34.2536,-118.5798,LAPD
34.158,-118.3774,LAPD
34.2336,-118.4171,LAPD
34.2554,-118.4673,LAPD
33.9874,-118.2794,LAPD
34.2822,-118.4929,LAPD
34.1576,-118.4225,LAPD
34.0494,-118.3532,LAPD
33.9858,-118.4676,LAPD
34.2135,-118.4515,LAPD
34.0527,-118.2926,LAPD
34.1436,-118.3953,LAPD
34.0419,-118.2669,LAPD
34.0517,-118.3676,LAPD
34.1993,-118.5373,LAPD
34.0392,-118.3807,LAPD
33.7897,-118.2787,LAPD
34.1568,-118.4138,LAPD
34.0628,-118.2917,LAPD
34.0176,-118.4141,LAPD
33.9637,-118.2695,LAPD
34.2486,-118.5372,LAPD
34.2781,-118.426,LAPD
33.7315,-118.2924,LAPD
33.8696,-118.2865,LAPD
34.0663,-118.2719,LAPD
34.0943,-118.3452,LAPD
34.0536,-118.2129,LAPD
34.0865,-118.2254,LAPD
34.0256,-118.2291,LAPD
34.0854,-118.3136,LAPD
34.2427,-118.5361,LAPD
34.0495,-118.3179,LAPD
34.25,-118.4673,LAPD
34.2011,-118.4793,LAPD
34.0473,-118.2947,LAPD
34.0645,-118.2012,LAPD
34.0185,-118.2429,LAPD
34.014,-118.2756,LAPD
33.9798,-118.2959,LAPD
34.0487,-118.2362,LAPD
34.0558,-118.2663,LAPD
34.2013,-118.4743,LAPD
34.25,-118.6048,LAPD
33.9897,-118.4738,LAPD
34.2246,-118.5885,LAPD
34.0439,-118.4704,LAPD
34.0777,-118.288,LAPD
34.2337,-118.4536,LAPD
33.9472,-118.2318,LAPD
34.0132,-118.2432,LAPD
34.31,-118.4732,LAPD
34.1148,-118.3438,LAPD
33.931,-118.287,LAPD
34.0571,-118.3825,LAPD
34.201,-118.5819,LAPD
34.2393,-118.3937,LAPD
34.1052,-118.3304,LAPD
34.2282,-118.5951,LAPD
34.0948,-118.2846,LAPD
33.7433,-118.2945,LAPD
34.0283,-118.5194,LAPD
34.1155,-118.1847,LAPD
34.0207,-118.2618,LAPD
34.2427,-118.5842,LAPD
34.0736,-118.1724,LAPD
34.1937,-118.6425,LAPD
33.9655,-118.2917,LAPD
33.7601,-118.2928,LAPD
34.2039,-118.4815,LAPD
33.7832,-118.2805,LAPD
34.0363,-118.2314,LAPD
34.201,-118.5841,LAPD
34.0184,-118.2915,LAPD
33.9642,-118.2783,LAPD
34.2213,-118.4921,LAPD
34.0736,-118.344,LAPD
34.0341,-118.2591,LAPD
34.034,-118.2651,LAPD
34.1008,-118.2668,LAPD
34.1993,-118.5295,LAPD
34.1849,-118.3867,LAPD
34.1938,-118.5722,LAPD
34.0136,-118.2565,LAPD
34.2173,-118.3835,LAPD
33.9975,-118.4751,LAPD
34.1134,-118.2444,LAPD
34.2484,-118.5886,LAPD
34.3008,-118.4378,LAPD
34.1994,-118.4749,LAPD
33.7433,-118.2923,LAPD
34.0382,-118.2345,LAPD
34.0167,-118.2481,LAPD
33.7953,-118.2661,LAPD
33.7361,-118.2924,LAPD
34.1976,-118.3943,LAPD
34.2325,-118.3912,LAPD
34.041,-118.2779,LAPD
34.2011,-118.4575,LAPD
34.1423,-118.1859,LAPD
34.1956,-118.5928,LAPD
33.9992,-118.274,LAPD
34.1688,-118.5361,LAPD
34.1721,-118.4599,LAPD
34.1415,-118.1999,LAPD
34.0382,-118.2889,LAPD
34.1817,-118.4662,LAPD
34.0326,-118.335,LAPD
34.2084,-118.5405,LAPD
33.9627,-118.2917,LAPD
34.0947,-118.3136,LAPD
34.0286,-118.2568,LAPD
34.0818,-118.2892,LAPD
33.9402,-118.2717,LAPD
34.2066,-118.5383,LAPD
34.0415,-118.262,LAPD
33.7324,-118.2946,LAPD
34.0266,-118.2322,LAPD
34.1545,-118.3706,LAPD
33.7567,-118.2895,LAPD
34.1631,-118.3965,LAPD
34.1721,-118.4618,LAPD
34.0885,-118.3054,LAPD
34.1937,-118.6193,LAPD
34.0208,-118.2569,LAPD
34.1028,-118.3239,LAPD
34.0385,-118.2812,LAPD
33.9954,-118.2801,LAPD
34.2067,-118.4247,LAPD
34.0448,-118.2404,LAPD
34.058,-118.241,LAPD
34.193,-118.4662,LAPD
34.2012,-118.5273,LAPD
34.154,-118.3943,LAPD
34.2212,-118.5361,LAPD
33.9851,-118.4701,LAPD
34.212,-118.5284,LAPD
34.0722,-118.2739,LAPD
34.0255,-118.3471,LAPD
34.0141,-118.277,LAPD
34.0472,-118.2443,LAPD
34.2165,-118.3618,LAPD
34.048,-118.2438,LAPD
34.0289,-118.2602,LAPD
34.0879,-118.3764,LAPD
34.234,-118.5375,LAPD
34.0155,-118.3034,LAPD
34.0945,-118.2887,LAPD
34.0664,-118.2698,LAPD
34.0853,-118.3533,LAPD
34.1885,-118.3965,LAPD
34.1727,-118.5557,LAPD
34.0406,-118.2646,LAPD
33.9915,-118.2652,LAPD
33.9819,-118.3115,LAPD
34.2066,-118.464,LAPD
34.1016,-118.3322,LAPD
34.064,-118.2478,LAPD
34.2454,-118.4505,LAPD
33.9989,-118.4369,LAPD
34.0257,-118.2402,LAPD
34.167,-118.3725,LAPD
34.2285,-118.5,LAPD
34.1956,-118.5952,LAPD
34.0316,-118.4504,LAPD
34.0231,-118.3692,LAPD
34.2954,-118.4886,LAPD
34.0398,-118.3402,LAPD
34.0133,-118.4172,LAPD
34.0883,-118.1693,LAPD
33.9756,-118.2739,LAPD
34.0788,-118.1653,LAPD
34.2449,-118.4502,LAPD
34.2669,-118.4524,LAPD
34.0226,-118.2796,LAPD
34.0438,-118.2098,LAPD
34.201,-118.5602,LAPD
34.2289,-118.4238,LAPD
34.2313,-118.4205,LAPD
34.2449,-118.595,LAPD
34.0434,-118.3808,LAPD
34.0517,-118.2637,LAPD
34.0309,-118.3028,LAPD
34.0885,-118.3114,LAPD
34.0344,-118.2714,LAPD
34.0062,-118.4289,LAPD
34.0066,-118.2653,LAPD
34.0932,-118.3288,LAPD
34.1065,-118.2377,LAPD
34.1015,-118.3387,LAPD
33.9655,-118.286,LAPD
33.9766,-118.2919,LAPD
34.2401,-118.424,LAPD
34.0554,-118.2404,LAPD
34.0617,-118.3066,LAPD
34.2164,-118.3643,LAPD
34.1588,-118.5883,LAPD
34.2716,-118.4589,LAPD
33.9473,-118.2652,LAPD
34.2056,-118.5417,LAPD
34.194,-118.4181,LAPD
34.0481,-118.2106,LAPD
34.0498,-118.3428,LAPD
34.2166,-118.6016,LAPD
34.0037,-118.3258,LAPD
34.2589,-118.4175,LAPD
34.0164,-118.3439,LAPD
34.2012,-118.416,LAPD
33.9976,-118.4792,LAPD
34.1801,-118.4553,LAPD
34.0488,-118.2483,LAPD
33.9906,-118.2783,LAPD
34.0272,-118.3961,LAPD
34.0672,-118.2954,LAPD
34.0232,-118.2554,LAPD
34.0921,-118.2105,LAPD
33.9455,-118.3749,LAPD
34.2012,-118.5169,LAPD
33.9459,-118.2541,LAPD
34.2215,-118.464,LAPD
33.9383,-118.2609,LAPD
34.1669,-118.6204,LAPD
34.1865,-118.6103,LAPD
34.0799,-118.2554,LAPD
34.0505,-118.4596,LAPD
33.9952,-118.2915,LAPD
34.2209,-118.5975,LAPD
34.031,-118.2609,LAPD
33.9789,-118.4203,LAPD
34.052,-118.4667,LAPD
34.244,-118.4107,LAPD
34.0782,-118.3695,LAPD
34.0003,-118.4698,LAPD
34.2355,-118.558,LAPD
34.1684,-118.3922,LAPD
34.082,-118.2649,LAPD
34.0635,-118.2426,LAPD
34.0096,-118.2827,LAPD
34.1015,-118.3401,LAPD
34.1995,-118.4859,LAPD
34.2285,-118.5342,LAPD
34.2746,-118.4332,LAPD
34.0981411,-118.2983417,LAPD
34.0589,-118.3465,LAPD
33.9247,-118.2716,LAPD
33.9647,-118.2651,LAPD
34.2497,-118.5492,LAPD
33.9941,-118.3002,LAPD
34.0522,-118.2434,LAPD
34.1576,-118.3834,LAPD
34.0912,-118.2111,LAPD
34.3022,-118.4395,LAPD
33.9593,-118.2564,LAPD
33.9982,-118.4151,LAPD
34.0074,-118.3379,LAPD
34.2674,-118.4629,LAPD
34.025,-118.2463,LAPD
34.0835,-118.3441,LAPD
34.1504,-118.4326,LAPD
34.0531,-118.3941,LAPD
33.9347,-118.2848,LAPD
34.0908,-118.3085,LAPD
34.0325,-118.2675,LAPD
34.0385,-118.2437,LAPD
33.981,-118.4149,LAPD
34.1948,-118.4053,LAPD
33.9855,-118.4373,LAPD
34.0204,-118.2696,LAPD
33.7379,-118.2902,LAPD
34.0376,-118.2593,LAPD
33.9721,-118.263,LAPD
34.1098,-118.1985,LAPD
34.0328,-118.2959,LAPD
34.2898,-118.4113,LAPD
34.183,-118.465,LAPD
34.0252,-118.2499,LAPD
34.2036,-118.3833,LAPD
34.1092,-118.269,LAPD
34.0597,-118.2916,LAPD
34.0254,-118.2729,LAPD
34.1731,-118.4443,LAPD
34.1829,-118.6015,LAPD
34.1152,-118.1898,LAPD
33.9879,-118.4374,LAPD
34.0958,-118.3092,LAPD
34.0328,-118.289,LAPD
34.0667,-118.3531,LAPD
34.0691,-118.2929,LAPD
34.0488,-118.2775,LAPD
34.2281,-118.4913,LAPD
34.0907,-118.3161,LAPD
34.2356,-118.4698,LAPD
34.165232,-118.5272559,LAPD
34.0934,-118.2994,LAPD
33.9885,-118.2652,LAPD
34.0431,-118.2196,LAPD
33.7801,-118.2605,LAPD
34.0502,-118.2575,LAPD
34.2231,-118.472,LAPD
34.2392,-118.4698,LAPD
34.2283,-118.4611,LAPD
34.078,-118.2611,LAPD
33.9688,-118.2695,LAPD
34.0436,-118.313,LAPD
33.9906,-118.4391,LAPD
34.0039,-118.2431,LAPD
33.9762,-118.4211,LAPD
34.1005,-118.318,LAPD
34.2345,-118.4643,LAPD
34.0414,-118.2382,LAPD
34.092,-118.3025,LAPD
33.9357,-118.2762,LAPD
34.195592,-118.6015585,LAPD
34.1963,-118.3878,LAPD
34.005,-118.2393,LAPD
34.1112,-118.2583,LAPD
34.1112,-118.1926,LAPD
34.0685,-118.2775,LAPD
34.1863,-118.5578,LAPD
34.0622,-118.2607,LAPD
34.0397,-118.4397,LAPD
34.2085,-118.3965,LAPD
34.074,-118.2862,LAPD
33.9883,-118.4741,LAPD
34.2356,-118.4719,LAPD
33.9646,-118.309,LAPD
33.932,-118.2826,LAPD
