latitude,longitude,dataset,unique_coordinate_id
34.169,-118.478,LAHSA,5661
33.983,-118.313,LAHSA,5668
34.199,-118.588,LAHSA,5675
34.013,-118.277,LAHSA,5681
33.788,-118.301,LAHSA,5688
34.068,-118.199,LAHSA,5693
34.061,-118.291,LAHSA,5702
34.085,-118.338,LAHSA,5708
34.119,-118.194,LAHSA,5711
34.323,-118.453,LAHSA,5712
34.322,-118.452,LAHSA,5713
34.323,-118.455,LAHSA,5714
34.268,-118.445,LAHSA,5716
34.102,-118.301,LAHSA,5717
34.199,-118.571,LAHSA,5718
34.299,-118.473,LAHSA,5719
34.067,-118.314,LAHSA,5723
34.173,-118.569,LAHSA,5724
33.998,-118.475,LAHSA,5725
34.069,-118.211,LAHSA,5726
34.056,-118.315,LAHSA,5732
34.057,-118.288,LAHSA,5733
34.066,-118.211,LAHSA,5734
34.05,-118.266,LAHSA,5735
34.059,-118.244,LAHSA,5736
34.072,-118.214,LAHSA,5737
34.088,-118.267,LAHSA,5738
34.032,-118.277,LAHSA,5739
33.789,-118.293,LAHSA,5741
33.791,-118.291,LAHSA,5742
34.274,-118.395,LAHSA,5744
34.168,-118.384,LAHSA,5745
34.168,-118.385,LAHSA,5746
33.79,-118.291,LAHSA,5747
34.213,-118.452,LAHSA,5748
34.099,-118.345,LAHSA,5750
34.246,-118.447,LAHSA,5751
34.237,-118.473,LAHSA,5753
34.088,-118.337,LAHSA,5757
33.968,-118.28,LAHSA,5759
33.976,-118.28,LAHSA,5760
34.167,-118.604,LAHSA,5762
34.048,-118.267,LAHSA,5763
34.111,-118.236,LAHSA,5764
33.797,-118.256,LAHSA,5766
33.916,-118.291,LAHSA,5767
34.237,-118.472,LAHSA,5773
33.79,-118.277,LAHSA,5774
34.255,-118.399,LAHSA,5775
34.156,-118.414,LAHSA,5777
34.072,-118.284,LAHSA,5778
34.029,-118.268,LAHSA,5779
34.03,-118.268,LAHSA,5780
34.165,-118.625,LAHSA,5782
34.213,-118.387,LAHSA,5783
33.973,-118.282,LAHSA,5784
33.985,-118.468,LAHSA,5785
34.23,-118.558,LAHSA,5786
34.193,-118.592,LAHSA,5787
34.235,-118.59,LAHSA,5790
34.267,-118.59,LAHSA,5791
34.016,-118.205,LAHSA,5793
34.027,-118.268,LAHSA,5795
33.975,-118.292,LAHSA,5796
33.956,-118.291,LAHSA,5801
34.215,-118.465,LAHSA,5802
34.018,-118.198,LAHSA,5803
34.158,-118.467,LAHSA,5805
34.024,-118.224,LAHSA,5806
34.212,-118.57,LAHSA,5807
34.15,-118.448,LAHSA,5808
34.27,-118.384,LAHSA,5809
34.018,-118.209,LAHSA,5810
34.019,-118.209,LAHSA,5811
34.033,-118.275,LAHSA,5812
34.173,-118.484,LAHSA,5813
34.19,-118.475,LAHSA,5814
34.213,-118.594,LAHSA,5815
34.235,-118.484,LAHSA,5820
34.023,-118.354,LAHSA,5821
34.174,-118.487,LAHSA,5824
34.191,-118.475,LAHSA,5825
33.93,-118.278,LAHSA,5826
34.052,-118.284,LAHSA,5827
34.034,-118.247,LAHSA,5830
33.989,-118.26,LAHSA,5833
34.26,-118.321,LAHSA,5834
34.259,-118.314,LAHSA,5835
34.048,-118.322,LAHSA,5836
34.072,-118.31,LAHSA,5838
34.201,-118.389,LAHSA,5839
34.229,-118.364,LAHSA,5840
34.229,-118.367,LAHSA,5841
34.183,-118.498,LAHSA,5843
33.884,-118.284,LAHSA,5844
33.989,-118.271,LAHSA,5846
34.229,-118.557,LAHSA,5847
34.186,-118.449,LAHSA,5849
33.98,-118.28,LAHSA,5850
34.101,-118.343,LAHSA,5852
33.739,-118.289,LAHSA,5854
34.258,-118.469,LAHSA,5856
34.321,-118.447,LAHSA,5857
33.788,-118.294,LAHSA,5858
33.789,-118.297,LAHSA,5860
33.795,-118.29,LAHSA,5861
34.203,-118.406,LAHSA,5862
34.011,-118.254,LAHSA,5866
34.048,-118.227,LAHSA,5868
34.236,-118.572,LAHSA,5869
34.125,-118.221,LAHSA,5886
34.13,-118.214,LAHSA,5887
34.124,-118.227,LAHSA,5888
34.123,-118.227,LAHSA,5889
34.121,-118.224,LAHSA,5890
34.123,-118.226,LAHSA,5891
34.119,-118.234,LAHSA,5892
34.232,-118.563,LAHSA,5898
34.034,-118.294,LAHSA,5901
34.06,-118.273,LAHSA,5904
34.189,-118.604,LAHSA,5905
34.235,-118.449,LAHSA,5909
34.266,-118.365,LAHSA,5910
34.204,-118.446,LAHSA,5911
34.061,-118.314,LAHSA,5912
34.038,-118.24,LAHSA,5913
34.036,-118.268,LAHSA,5918
34.02,-118.273,LAHSA,5920
34.019,-118.271,LAHSA,5923
34.041,-118.298,LAHSA,5927
34.119,-118.23,LAHSA,5928
33.969,-118.28,LAHSA,5931
34.062,-118.361,LAHSA,5932
34.064,-118.247,LAHSA,5933
34.077,-118.263,LAHSA,5934
34.056,-118.236,LAHSA,5935
34.004,-118.317,LAHSA,5936
33.993,-118.309,LAHSA,5938
34.024,-118.355,LAHSA,5941
34.047,-118.296,LAHSA,5942
34.185,-118.385,LAHSA,5944
33.779,-118.267,LAHSA,5945
34.321,-118.481,LAHSA,5947
34.273,-118.373,LAHSA,5949
34.275,-118.379,LAHSA,5950
34.217,-118.623,LAHSA,5952
34.061,-118.297,LAHSA,5956
34.045,-118.347,LAHSA,5960
33.799,-118.262,LAHSA,5961
34.033,-118.264,LAHSA,5962
34.186,-118.446,LAHSA,5968
34.003,-118.294,LAHSA,5969
34.07,-118.259,LAHSA,5970
34,-118.28,LAHSA,5971
34.257,-118.301,LAHSA,5972
34.193,-118.476,LAHSA,5973
34.031,-118.238,LAHSA,5974
33.79,-118.297,LAHSA,5981
34.206,-118.414,LAHSA,5983
34.037,-118.245,LAHSA,5987
34.003,-118.462,LAHSA,5995
34.247,-118.288,LAHSA,5998
34.202,-118.417,LAHSA,6001
34.084,-118.346,LAHSA,6005
34.05,-118.287,LAHSA,6006
34.058,-118.271,LAHSA,6007
34.254,-118.409,LAHSA,6008
34.097,-118.258,LAHSA,6009
34.106,-118.26,LAHSA,6010
34.035,-118.24,LAHSA,6011
34.058,-118.253,LAHSA,6015
34.055,-118.277,LAHSA,6019
33.976,-118.281,LAHSA,6020
34.234,-118.592,LAHSA,6023
34.273,-118.503,LAHSA,6024
33.981,-118.311,LAHSA,6025
34.054,-118.202,LAHSA,6028
34.019,-118.272,LAHSA,6030
34.057,-118.21,LAHSA,6031
34.199,-118.409,LAHSA,6035
34.066,-118.292,LAHSA,6039
34.236,-118.422,LAHSA,6040
34.062,-118.235,LAHSA,6041
34.235,-118.473,LAHSA,6045
34.322,-118.456,LAHSA,6046
33.931,-118.281,LAHSA,6047
34.266,-118.397,LAHSA,6048
33.987,-118.464,LAHSA,6051
34.047,-118.253,LAHSA,6053
34.025,-118.342,LAHSA,6056
33.974,-118.33,LAHSA,6057
34.268,-118.386,LAHSA,6058
34.026,-118.275,LAHSA,6059
34.27,-118.385,LAHSA,6061
33.932,-118.281,LAHSA,6062
34.019,-118.279,LAHSA,6063
34.17,-118.502,LAHSA,6064
34.274,-118.373,LAHSA,6065
34.171,-118.5,LAHSA,6066
33.959,-118.41,LAHSA,6068
34.012,-118.319,LAHSA,6070
34.046,-118.222,LAHSA,6072
33.985,-118.47,LAHSA,6073
34.107,-118.329,LAHSA,6077
33.927,-118.287,LAHSA,6078
34.028,-118.247,LAHSA,6081
34.198,-118.572,LAHSA,6082
34.037,-118.25,LAHSA,6089
34.229,-118.366,LAHSA,6090
33.971,-118.293,LAHSA,6091
33.983,-118.312,LAHSA,6094
34.063,-118.297,LAHSA,6098
34.181,-118.441,LAHSA,6100
34.052,-118.272,LAHSA,6101
34.165,-118.466,LAHSA,6103
33.776,-118.271,LAHSA,6105
34.081,-118.326,LAHSA,6109
34.024,-118.366,LAHSA,6116
33.784,-118.262,LAHSA,6120
34.201,-118.371,LAHSA,6121
34.01,-118.254,LAHSA,6122
34.052,-118.309,LAHSA,6127
33.957,-118.403,LAHSA,6129
34.015,-118.28,LAHSA,6130
34.264,-118.401,LAHSA,6131
34.203,-118.398,LAHSA,6132
34.19,-118.386,LAHSA,6134
34.098,-118.358,LAHSA,6135
34.05,-118.255,LAHSA,6137
34.237,-118.571,LAHSA,6138
34.066,-118.203,LAHSA,6143
34.193,-118.623,LAHSA,6145
34.077,-118.224,LAHSA,6147
34.015,-118.35,LAHSA,6148
34.033,-118.339,LAHSA,6149
34.23,-118.502,LAHSA,6150
34.228,-118.501,LAHSA,6152
34.202,-118.409,LAHSA,6156
34.273,-118.371,LAHSA,6157
33.94,-118.242,LAHSA,6158
34.204,-118.378,LAHSA,6159
34.138,-118.215,LAHSA,6160
34.061,-118.261,LAHSA,6162
34.028,-118.397,LAHSA,6163
33.933,-118.254,LAHSA,6164
34.264,-118.489,LAHSA,6166
34.236,-118.375,LAHSA,6167
33.958,-118.45,LAHSA,6169
34.231,-118.565,LAHSA,6170
34.101,-118.345,LAHSA,6174
34.048,-118.236,LAHSA,6178
33.932,-118.24,LAHSA,6179
34.275,-118.395,LAHSA,6180
34.235,-118.377,LAHSA,6182
34.152,-118.466,LAHSA,6189
34.179,-118.458,LAHSA,6190
34.014,-118.277,LAHSA,6199
34.098,-118.329,LAHSA,6200
33.979,-118.308,LAHSA,6209
34.275,-118.381,LAHSA,6210
34.028,-118.267,LAHSA,6212
34.237,-118.467,LAHSA,6214
34.225,-118.492,LAHSA,6216
34.025,-118.35,LAHSA,6217
34.051,-118.249,LAHSA,6224
34.075,-118.309,LAHSA,6236
33.799,-118.264,LAHSA,6237
34.082,-118.216,LAHSA,6238
34.032,-118.256,LAHSA,6241
34.216,-118.47,LAHSA,6242
33.781,-118.262,LAHSA,6244
34.145,-118.228,LAHSA,6250
33.97,-118.282,LAHSA,6252
34.085,-118.329,LAHSA,6253
34.039,-118.329,LAHSA,6254
34.319,-118.492,LAHSA,6258
34.044,-118.412,LAHSA,6259
34.041,-118.227,LAHSA,6261
34.239,-118.457,LAHSA,6262
33.942,-118.234,LAHSA,6265
34.034,-118.345,LAHSA,6266
34.245,-118.274,LAHSA,6267
34.032,-118.346,LAHSA,6269
33.949,-118.249,LAHSA,6271
34.214,-118.358,LAHSA,6283
34.036,-118.241,LAHSA,6284
34.038,-118.246,LAHSA,6285
34.057,-118.362,LAHSA,6287
34.274,-118.554,LAHSA,6289
33.991,-118.28,LAHSA,6290
34.322,-118.45,LAHSA,6292
34.026,-118.241,LAHSA,6296
34.05,-118.25,LAHSA,6297
34.044,-118.455,LAHSA,6298
34.171,-118.448,LAHSA,6301
34.039,-118.328,LAHSA,6303
33.786,-118.263,LAHSA,6309
34.015,-118.274,LAHSA,6312
34.098,-118.347,LAHSA,6313
34.125,-118.266,LAHSA,6315
34.226,-118.378,LAHSA,6316
34.24,-118.401,LAHSA,6317
34.065,-118.248,LAHSA,6318
34.075,-118.232,LAHSA,6320
33.983,-118.281,LAHSA,6321
33.944,-118.309,LAHSA,6325
33.953,-118.28,LAHSA,6326
33.984,-118.281,LAHSA,6327
33.986,-118.465,LAHSA,6330
34.034,-118.313,LAHSA,6331
34.024,-118.272,LAHSA,6332
34,-118.47,LAHSA,6335
34.023,-118.243,LAHSA,6336
34.109,-118.249,LAHSA,6337
34.043,-118.25,LAHSA,6338
34.107,-118.257,LAHSA,6340
33.79,-118.269,LAHSA,6344
34.003,-118.43,LAHSA,6348
34.249,-118.453,LAHSA,6349
34.185,-118.384,LAHSA,6350
34.096,-118.337,LAHSA,6351
34.278,-118.504,LAHSA,6352
34.28,-118.504,LAHSA,6353
34.045,-118.252,LAHSA,6354
34.05,-118.274,LAHSA,6355
34.075,-118.468,LAHSA,6356
34.034,-118.237,LAHSA,6357
34.01,-118.278,LAHSA,6359
34.055,-118.262,LAHSA,6361
33.927,-118.263,LAHSA,6362
34.117,-118.173,LAHSA,6365
34.039,-118.371,LAHSA,6369
34.201,-118.418,LAHSA,6371
34.063,-118.213,LAHSA,6372
34.223,-118.427,LAHSA,6377
34.052,-118.256,LAHSA,6379
33.975,-118.331,LAHSA,6380
34.209,-118.418,LAHSA,6381
34.053,-118.251,LAHSA,6386
33.92,-118.283,LAHSA,6387
34.039,-118.3,LAHSA,6395
34.098,-118.326,LAHSA,6398
34.055,-118.274,LAHSA,6402
34.233,-118.572,LAHSA,6407
34.053,-118.444,LAHSA,6409
34.039,-118.304,LAHSA,6411
34.2,-118.445,LAHSA,6412
34.099,-118.315,LAHSA,6413
33.967,-118.281,LAHSA,6414
33.931,-118.242,LAHSA,6415
34.19,-118.536,LAHSA,6416
34.188,-118.545,LAHSA,6417
34.09,-118.342,LAHSA,6420
33.934,-118.244,LAHSA,6424
34.057,-118.306,LAHSA,6425
33.994,-118.453,LAHSA,6432
33.985,-118.438,LAHSA,6444
33.974,-118.317,LAHSA,6446
34.051,-118.238,LAHSA,6448
34.175,-118.382,LAHSA,6450
33.977,-118.426,LAHSA,6453
34.089,-118.291,LAHSA,6454
34.114,-118.244,LAHSA,6456
34.164,-118.623,LAHSA,6457
34.177,-118.623,LAHSA,6458
34.046,-118.227,LAHSA,6459
34.203,-118.442,LAHSA,6460
34.32,-118.482,LAHSA,6465
34.048,-118.228,LAHSA,6466
34.044,-118.246,LAHSA,6467
34.017,-118.228,LAHSA,6468
34.064,-118.21,LAHSA,6470
34.273,-118.339,LAHSA,6471
34.216,-118.473,LAHSA,6472
34.003,-118.282,LAHSA,6473
34.172,-118.557,LAHSA,6475
34.101,-118.325,LAHSA,6478
34.017,-118.23,LAHSA,6480
34.268,-118.395,LAHSA,6484
34.251,-118.295,LAHSA,6491
34.016,-118.25,LAHSA,6492
34.023,-118.308,LAHSA,6494
33.743,-118.292,LAHSA,6497
34.26,-118.404,LAHSA,6500
34.009,-118.263,LAHSA,6505
34.089,-118.323,LAHSA,6506
34.187,-118.372,LAHSA,6512
34.327,-118.425,LAHSA,6515
34.266,-118.476,LAHSA,6520
34.264,-118.476,LAHSA,6521
34.093,-118.326,LAHSA,6526
34.203,-118.414,LAHSA,6529
34.027,-118.241,LAHSA,6530
33.731,-118.288,LAHSA,6532
33.798,-118.308,LAHSA,6535
33.954,-118.414,LAHSA,6536
34.062,-118.238,LAHSA,6538
34.242,-118.426,LAHSA,6539
34.172,-118.531,LAHSA,6540
34.003,-118.274,LAHSA,6546
34.208,-118.543,LAHSA,6548
34.199,-118.535,LAHSA,6550
33.978,-118.281,LAHSA,6553
34.094,-118.343,LAHSA,6555
34.051,-118.272,LAHSA,6556
34.058,-118.274,LAHSA,6557
34.041,-118.261,LAHSA,6558
34.004,-118.429,LAHSA,6559
33.987,-118.466,LAHSA,6561
34.098,-118.281,LAHSA,6566
34.089,-118.309,LAHSA,6567
34.195,-118.372,LAHSA,6569
33.763,-118.31,LAHSA,6570
34.052,-118.461,LAHSA,6574
34.179,-118.464,LAHSA,6576
33.865,-118.285,LAHSA,6578
34.249,-118.454,LAHSA,6579
34.181,-118.443,LAHSA,6583
34.033,-118.351,LAHSA,6584
34.197,-118.379,LAHSA,6586
34.032,-118.333,LAHSA,6588
33.899,-118.284,LAHSA,6591
34.219,-118.623,LAHSA,6592
34.174,-118.485,LAHSA,6597
34.033,-118.333,LAHSA,6600
34.049,-118.196,LAHSA,6601
34.04,-118.205,LAHSA,6602
34.073,-118.215,LAHSA,6605
34.236,-118.467,LAHSA,6612
34.185,-118.45,LAHSA,6616
34.2,-118.527,LAHSA,6618
34.079,-118.218,LAHSA,6619
34.035,-118.442,LAHSA,6634
34.021,-118.214,LAHSA,6635
34.322,-118.46,LAHSA,6636
34.081,-118.225,LAHSA,6638
33.789,-118.298,LAHSA,6639
34.257,-118.536,LAHSA,6640
33.789,-118.256,LAHSA,6641
34.238,-118.6,LAHSA,6648
34.059,-118.258,LAHSA,6649
34.179,-118.59,LAHSA,6655
34.083,-118.225,LAHSA,6656
34.047,-118.449,LAHSA,6657
34.046,-118.243,LAHSA,6660
34.078,-118.286,LAHSA,6661
34.075,-118.289,LAHSA,6667
33.982,-118.313,LAHSA,6669
33.953,-118.413,LAHSA,6672
34.061,-118.32,LAHSA,6679
34.225,-118.397,LAHSA,6681
34.179,-118.366,LAHSA,6682
34.223,-118.4,LAHSA,6684
34.042,-118.3,LAHSA,6686
34.029,-118.255,LAHSA,6696
34.038,-118.245,LAHSA,6697
34.257,-118.596,LAHSA,6699
33.789,-118.308,LAHSA,6702
34.213,-118.473,LAHSA,6703
34.045,-118.345,LAHSA,6705
34.22,-118.486,LAHSA,6706
34.024,-118.343,LAHSA,6708
33.979,-118.465,LAHSA,6711
34.027,-118.245,LAHSA,6712
34.202,-118.452,LAHSA,6713
34.018,-118.21,LAHSA,6715
34.221,-118.459,LAHSA,6717
34.233,-118.573,LAHSA,6719
34.225,-118.433,LAHSA,6732
34.048,-118.26,LAHSA,6733
34.221,-118.432,LAHSA,6734
33.87,-118.29,LAHSA,6737
34.026,-118.242,LAHSA,6739
34.009,-118.256,LAHSA,6740
34.021,-118.261,LAHSA,6746
34.195,-118.59,LAHSA,6747
34.169,-118.536,LAHSA,6748
34.004,-118.308,LAHSA,6749
34.276,-118.384,LAHSA,6751
34.166,-118.477,LAHSA,6756
34.199,-118.56,LAHSA,6757
34.002,-118.273,LAHSA,6759
34.041,-118.293,LAHSA,6760
34.098,-118.291,LAHSA,6761
34.073,-118.21,LAHSA,6767
34.026,-118.262,LAHSA,6769
34.012,-118.265,LAHSA,6770
34.036,-118.282,LAHSA,6775
34.234,-118.409,LAHSA,6789
34.266,-118.439,LAHSA,6790
33.983,-118.265,LAHSA,6792
34.224,-118.383,LAHSA,6793
34.016,-118.198,LAHSA,6795
33.791,-118.264,LAHSA,6796
34.206,-118.594,LAHSA,6797
33.984,-118.435,LAHSA,6804
34.027,-118.262,LAHSA,6811
34.219,-118.588,LAHSA,6814
34.047,-118.246,LAHSA,6816
34.065,-118.277,LAHSA,6821
34.274,-118.522,LAHSA,6824
34.115,-118.27,LAHSA,6825
34.09,-118.311,LAHSA,6826
34.081,-118.328,LAHSA,6827
34.194,-118.432,LAHSA,6831
34.265,-118.417,LAHSA,6839
34.213,-118.478,LAHSA,6844
34.208,-118.606,LAHSA,6848
34.026,-118.243,LAHSA,6850
33.795,-118.291,LAHSA,6851
34.122,-118.27,LAHSA,6852
34.195,-118.381,LAHSA,6853
34.125,-118.272,LAHSA,6854
33.989,-118.33,LAHSA,6855
33.989,-118.323,LAHSA,6857
34.124,-118.272,LAHSA,6859
33.745,-118.292,LAHSA,6860
34.125,-118.271,LAHSA,6864
34.002,-118.468,LAHSA,6867
34.18,-118.452,LAHSA,6869
33.959,-118.449,LAHSA,6871
33.965,-118.287,LAHSA,6872
33.995,-118.291,LAHSA,6873
34.06,-118.272,LAHSA,6875
34.212,-118.522,LAHSA,6876
34.079,-118.263,LAHSA,6877
34.017,-118.277,LAHSA,6878
34.073,-118.219,LAHSA,6880
34.004,-118.432,LAHSA,6885
34.041,-118.216,LAHSA,6887
34.04,-118.217,LAHSA,6888
34.213,-118.451,LAHSA,6889
34.206,-118.467,LAHSA,6891
34.029,-118.294,LAHSA,6892
34.038,-118.26,LAHSA,6893
34.036,-118.319,LAHSA,6894
34.087,-118.344,LAHSA,6895
34.214,-118.594,LAHSA,6896
34.036,-118.325,LAHSA,6897
34.01,-118.308,LAHSA,6898
34.029,-118.256,LAHSA,6899
34.179,-118.595,LAHSA,6900
34.036,-118.313,LAHSA,6901
34.027,-118.375,LAHSA,6904
33.979,-118.287,LAHSA,6906
34.064,-118.37,LAHSA,6908
34.064,-118.371,LAHSA,6909
34.083,-118.351,LAHSA,6910
34.074,-118.208,LAHSA,6912
34.031,-118.421,LAHSA,6913
34.026,-118.239,LAHSA,6918
33.735,-118.29,LAHSA,6919
34.05,-118.376,LAHSA,6921
34.301,-118.475,LAHSA,6922
34.036,-118.436,LAHSA,6924
34.039,-118.437,LAHSA,6925
34.092,-118.325,LAHSA,6926
34.109,-118.257,LAHSA,6928
34.212,-118.387,LAHSA,6929
34.22,-118.369,LAHSA,6930
33.977,-118.273,LAHSA,6931
34.208,-118.363,LAHSA,6932
33.99,-118.448,LAHSA,6935
34.08,-118.237,LAHSA,6937
34.05,-118.248,LAHSA,6938
34.245,-118.44,LAHSA,6939
34.101,-118.316,LAHSA,6942
34.101,-118.315,LAHSA,6943
34.058,-118.23,LAHSA,6944
34.235,-118.601,LAHSA,6946
34.275,-118.547,LAHSA,6947
34.069,-118.287,LAHSA,6948
33.954,-118.289,LAHSA,6950
33.989,-118.446,LAHSA,6951
34.004,-118.434,LAHSA,6952
34.114,-118.239,LAHSA,6955
34.037,-118.261,LAHSA,6957
34.056,-118.257,LAHSA,6958
34.265,-118.424,LAHSA,6966
34.21,-118.492,LAHSA,6968
33.738,-118.292,LAHSA,6969
34.054,-118.268,LAHSA,6973
34.187,-118.387,LAHSA,6978
34.274,-118.498,LAHSA,6981
34.088,-118.376,LAHSA,6983
34.05,-118.259,LAHSA,6984
33.977,-118.423,LAHSA,6985
34.235,-118.588,LAHSA,6986
34.047,-118.214,LAHSA,6988
33.993,-118.319,LAHSA,6993
33.994,-118.311,LAHSA,6995
34.032,-118.368,LAHSA,6999
34.265,-118.437,LAHSA,7000
34.075,-118.211,LAHSA,7002
34.139,-118.21,LAHSA,7004
34.053,-118.254,LAHSA,7005
33.981,-118.281,LAHSA,7007
34.028,-118.214,LAHSA,7010
34.026,-118.245,LAHSA,7011
34.046,-118.219,LAHSA,7013
34.048,-118.24,LAHSA,7014
34.026,-118.375,LAHSA,7019
34.026,-118.244,LAHSA,7020
34.247,-118.407,LAHSA,7021
34.048,-118.306,LAHSA,7022
34.026,-118.376,LAHSA,7024
34.085,-118.229,LAHSA,7025
34.036,-118.372,LAHSA,7026
33.957,-118.286,LAHSA,7030
34.031,-118.427,LAHSA,7031
34.049,-118.266,LAHSA,7032
34.057,-118.248,LAHSA,7038
34.188,-118.514,LAHSA,7041
34.203,-118.451,LAHSA,7042
34.232,-118.564,LAHSA,7044
34.228,-118.578,LAHSA,7046
33.956,-118.395,LAHSA,7051
34.071,-118.26,LAHSA,7052
33.99,-118.461,LAHSA,7056
33.974,-118.289,LAHSA,7057
34.031,-118.334,LAHSA,7058
34.242,-118.398,LAHSA,7059
34.181,-118.449,LAHSA,7061
33.737,-118.304,LAHSA,7063
34.054,-118.232,LAHSA,7065
34.043,-118.235,LAHSA,7066
34.025,-118.238,LAHSA,7067
34.03,-118.334,LAHSA,7068
34.026,-118.347,LAHSA,7070
34.083,-118.348,LAHSA,7076
33.787,-118.28,LAHSA,7078
33.988,-118.331,LAHSA,7081
34.098,-118.33,LAHSA,7082
34.031,-118.25,LAHSA,7083
34.038,-118.301,LAHSA,7086
34.027,-118.272,LAHSA,7087
33.981,-118.309,LAHSA,7088
34.052,-118.344,LAHSA,7089
34.094,-118.208,LAHSA,7090
34.032,-118.264,LAHSA,7091
34.266,-118.401,LAHSA,7095
34.232,-118.572,LAHSA,7096
34.025,-118.27,LAHSA,7100
34.058,-118.323,LAHSA,7102
34.062,-118.349,LAHSA,7103
34.029,-118.245,LAHSA,7107
34.228,-118.366,LAHSA,7109
34.054,-118.383,LAHSA,7111
34.095,-118.327,LAHSA,7115
34.032,-118.382,LAHSA,7119
34.042,-118.422,LAHSA,7120
33.984,-118.434,LAHSA,7121
34.011,-118.317,LAHSA,7138
34.019,-118.425,LAHSA,7142
34.036,-118.284,LAHSA,7145
34.231,-118.566,LAHSA,7149
34.091,-118.291,LAHSA,7150
34.039,-118.297,LAHSA,7154
34.194,-118.579,LAHSA,7158
34.258,-118.484,LAHSA,7159
33.773,-118.261,LAHSA,7160
33.984,-118.308,LAHSA,7161
34.028,-118.24,LAHSA,7162
34.027,-118.246,LAHSA,7165
34.244,-118.592,LAHSA,7170
34.31,-118.433,LAHSA,7172
33.815,-118.303,LAHSA,7174
34.151,-118.444,LAHSA,7176
33.972,-118.291,LAHSA,7177
34.039,-118.37,LAHSA,7180
33.778,-118.281,LAHSA,7181
34.023,-118.242,LAHSA,7187
33.983,-118.359,LAHSA,7189
33.791,-118.3,LAHSA,7190
34.25,-118.459,LAHSA,7191
34.204,-118.411,LAHSA,7193
34.279,-118.455,LAHSA,7194
34.077,-118.26,LAHSA,7197
34.069,-118.2,LAHSA,7204
34.242,-118.456,LAHSA,7206
34.104,-118.287,LAHSA,7208
33.982,-118.309,LAHSA,7211
33.953,-118.274,LAHSA,7212
34.245,-118.42,LAHSA,7221
34.184,-118.448,LAHSA,7222
34.163,-118.629,LAHSA,7223
34.034,-118.417,LAHSA,7225
33.989,-118.287,LAHSA,7226
34.083,-118.357,LAHSA,7232
34.098,-118.311,LAHSA,7235
34.033,-118.231,LAHSA,7240
34.029,-118.371,LAHSA,7243
34.041,-118.312,LAHSA,7245
34.101,-118.311,LAHSA,7248
34.126,-118.271,LAHSA,7251
34.186,-118.413,LAHSA,7252
34.03,-118.442,LAHSA,7254
34.234,-118.405,LAHSA,7256
33.775,-118.28,LAHSA,7257
34.034,-118.324,LAHSA,7260
34.11,-118.297,LAHSA,7261
34.255,-118.407,LAHSA,7262
34.061,-118.324,LAHSA,7264
34.197,-118.466,LAHSA,7267
34.061,-118.3,LAHSA,7268
34.043,-118.238,LAHSA,7278
34.273,-118.368,LAHSA,7280
34.05,-118.247,LAHSA,7283
34.203,-118.411,LAHSA,7284
34.18,-118.537,LAHSA,7285
34.03,-118.247,LAHSA,7287
34.162,-118.604,LAHSA,7288
34.208,-118.407,LAHSA,7289
34.317,-118.448,LAHSA,7294
33.945,-118.291,LAHSA,7295
34.1,-118.331,LAHSA,7299
34.044,-118.444,LAHSA,7300
33.994,-118.418,LAHSA,7301
34.255,-118.409,LAHSA,7302
33.997,-118.436,LAHSA,7303
34.218,-118.447,LAHSA,7306
34.219,-118.45,LAHSA,7307
34.22,-118.378,LAHSA,7308
34.324,-118.44,LAHSA,7312
34.091,-118.299,LAHSA,7313
34.305,-118.468,LAHSA,7315
33.997,-118.437,LAHSA,7316
34.04,-118.291,LAHSA,7319
34.028,-118.201,LAHSA,7322
34.315,-118.427,LAHSA,7323
34.202,-118.537,LAHSA,7324
34.22,-118.579,LAHSA,7327
34.038,-118.283,LAHSA,7328
34.047,-118.275,LAHSA,7329
34.011,-118.334,LAHSA,7331
34.275,-118.383,LAHSA,7333
34.224,-118.432,LAHSA,7334
34.078,-118.439,LAHSA,7335
34.029,-118.269,LAHSA,7336
34.03,-118.443,LAHSA,7338
34.267,-118.397,LAHSA,7342
34.166,-118.595,LAHSA,7344
34.165,-118.447,LAHSA,7355
34.041,-118.254,LAHSA,7356
34.176,-118.605,LAHSA,7360
34.175,-118.605,LAHSA,7364
34.186,-118.593,LAHSA,7365
34.257,-118.59,LAHSA,7366
34.256,-118.47,LAHSA,7368
34.212,-118.453,LAHSA,7374
34.032,-118.448,LAHSA,7379
34.028,-118.375,LAHSA,7380
34.054,-118.299,LAHSA,7384
34.259,-118.307,LAHSA,7387
34.091,-118.343,LAHSA,7388
34.194,-118.589,LAHSA,7389
34.137,-118.21,LAHSA,7393
33.953,-118.276,LAHSA,7394
34.194,-118.587,LAHSA,7397
34.193,-118.642,LAHSA,7398
34.068,-118.241,LAHSA,7400
34.033,-118.386,LAHSA,7401
34.034,-118.382,LAHSA,7402
34.034,-118.381,LAHSA,7403
34.034,-118.38,LAHSA,7404
34.062,-118.445,LAHSA,7405
34.049,-118.461,LAHSA,7406
34.063,-118.445,LAHSA,7407
34.061,-118.445,LAHSA,7408
34.05,-118.375,LAHSA,7409
34.04,-118.257,LAHSA,7411
33.949,-118.248,LAHSA,7412
34.023,-118.276,LAHSA,7413
34.054,-118.197,LAHSA,7415
34.101,-118.313,LAHSA,7417
33.957,-118.396,LAHSA,7421
